season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over
2014,Dubai,2014-04-30,League,B Kumar,Dubai International Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15.0,173.0,20.0,N
2014,Ranchi,2014-05-02,League,RA Jadeja,JSCA International Stadium Complex,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,34.0,149.0,17.0,N
2014,Mumbai,2014-05-03,League,CJ Anderson,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,wickets,5.0,169.0,20.0,N
2014,Delhi,2014-05-03,League,KK Nair,Feroz Shah Kotla,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,153.0,20.0,N
2014,Bengaluru,2014-05-04,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,156.0,20.0,N
2014,Ahmedabad,2014-05-05,League,PV Tambe,Sardar Patel Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,10.0,171.0,20.0,N
2014,Delhi,2014-05-05,League,DR Smith,Feroz Shah Kotla,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,179.0,20.0,N
2014,Mumbai,2014-05-06,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,runs,19.0,188.0,20.0,N
2014,Delhi,2014-05-07,League,G Gambhir,Feroz Shah Kotla,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,8.0,161.0,20.0,N
2014,Cuttack,2014-05-07,League,GJ Maxwell,Barabati Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,44.0,232.0,20.0,N
2014,Ahmedabad,2014-05-08,League,B Kumar,Sardar Patel Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,32.0,135.0,20.0,N
2014,Bengaluru,2014-05-09,League,Sandeep Sharma,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Punjab Kings,runs,32.0,199.0,20.0,N
2014,Delhi,2014-05-10,League,DW Steyn,Feroz Shah Kotla,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,43.0,5.0,N
2014,Mumbai,2014-05-10,League,DR Smith,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,158.0,20.0,N
2014,Cuttack,2014-05-11,League,G Gambhir,Barabati Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,150.0,20.0,N
2014,Bengaluru,2014-05-11,League,JP Faulkner,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Rajasthan Royals,wickets,5.0,191.0,20.0,N
2014,Hyderabad,2014-05-12,League,AT Rayudu,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,158.0,20.0,N
2014,Ranchi,2014-05-13,League,RA Jadeja,JSCA International Stadium Complex,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,149.0,20.0,N
2014,Bengaluru,2014-05-13,League,Yuvraj Singh,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,16.0,187.0,20.0,N
2014,Hyderabad,2014-05-14,League,WP Saha,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,206.0,20.0,N
2014,Cuttack,2014-05-14,League,RV Uthappa,Barabati Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,142.0,20.0,N
2014,Ahmedabad,2014-05-15,League,AM Rahane,Sardar Patel Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,62.0,202.0,20.0,N
2014,Ranchi,2014-05-18,League,AB de Villiers,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Royal Challengers Bengaluru,wickets,5.0,139.0,20.0,N
2014,Hyderabad,2014-05-18,League,UT Yadav,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7.0,143.0,20.0,N
2014,Ahmedabad,2014-05-19,League,MEK Hussey,Sardar Patel Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25.0,179.0,20.0,N
2014,Delhi,2014-05-19,League,AR Patel,Feroz Shah Kotla,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4.0,165.0,20.0,N
2014,Hyderabad,2014-05-20,League,DA Warner,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad,wickets,7.0,161.0,20.0,N
2014,Kolkata,2014-05-20,League,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,155.0,20.0,N
2014,Chandigarh,2014-05-21,League,LMP Simmons,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,157.0,20.0,N
2014,Kolkata,2014-05-22,League,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,30.0,196.0,20.0,N
2014,Ranchi,2014-05-22,League,DA Warner,JSCA International Stadium Complex,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,186.0,20.0,N
2014,Mumbai,2014-05-23,League,MEK Hussey,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,15.0,174.0,20.0,N
2014,Chandigarh,2014-05-23,League,SE Marsh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,16.0,180.0,20.0,N
2014,Bengaluru,2014-05-24,League,MS Dhoni,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,155.0,20.0,N
2014,Kolkata,2014-05-24,League,YK Pathan,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,161.0,20.0,N
2014,Chandigarh,2014-05-25,League,M Vohra,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,wickets,7.0,116.0,20.0,N
2014,Mumbai,2014-05-25,League,CJ Anderson,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,5.0,190.0,20.0,N
2014,Kolkata,2014-05-27,Qualifier 1,UT Yadav,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,runs,28.0,164.0,20.0,N
2014,Mumbai,2014-05-28,Eliminator,SK Raina,Brabourne Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,174.0,20.0,N
2014,Mumbai,2014-05-30,Qualifier 2,V Sehwag,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,runs,24.0,227.0,20.0,N
2014,Bengaluru,2014-06-01,Final,MK Pandey,M Chinnaswamy Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3.0,200.0,20.0,N
2015,Kolkata,2015-04-08,League,M Morkel,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,169.0,20.0,N
2015,Chennai,2015-04-09,League,A Nehra,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,1.0,151.0,20.0,N
2015,Pune,2015-04-10,League,JP Faulkner,Maharashtra Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,runs,26.0,163.0,20.0,N
2015,Chennai,2015-04-11,League,BB McCullum,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,45.0,210.0,20.0,N
2015,Kolkata,2015-04-11,League,CH Gayle,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,3.0,178.0,20.0,N
2015,Delhi,2015-04-12,League,DJ Hooda,Feroz Shah Kotla,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,185.0,20.0,N
2015,Mumbai,2015-04-12,League,GJ Bailey,Wankhede Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,runs,18.0,178.0,20.0,N
2015,Bengaluru,2015-04-13,League,DA Warner,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,167.0,20.0,N
2015,Ahmedabad,2015-04-14,League,SPD Smith,Sardar Patel Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,7.0,165.0,20.0,N
2015,Pune,2015-04-15,League,MA Agarwal,Maharashtra Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Delhi Capitals,wickets,5.0,166.0,20.0,N
2015,Visakhapatnam,2015-04-16,League,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,128.0,20.0,N
2015,Mumbai,2015-04-17,League,A Nehra,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,wickets,6.0,184.0,20.0,N
2015,Visakhapatnam,2015-04-18,League,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,4.0,168.0,20.0,N
2015,Pune,2015-04-18,League,AD Russell,Maharashtra Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,156.0,20.0,N
2015,Ahmedabad,2015-04-19,League,AM Rahane,Sardar Patel Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,157.0,20.0,N
2015,Bengaluru,2015-04-19,League,Harbhajan Singh,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Mumbai Indians,runs,18.0,210.0,20.0,N
2015,Delhi,2015-04-20,League,UT Yadav,Feroz Shah Kotla,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,147.0,20.0,N
2015,Ahmedabad,2015-04-21,League,SE Marsh,Sardar Patel Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Punjab Kings,tie,0.0,192.0,20.0,Y
2015,Visakhapatnam,2015-04-22,League,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,16.0,118.0,12.0,N
2015,Bengaluru,2015-04-22,League,SK Raina,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,Chennai Super Kings,runs,27.0,182.0,20.0,N
2015,Delhi,2015-04-23,League,SS Iyer,Feroz Shah Kotla,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37.0,191.0,20.0,N
2015,Ahmedabad,2015-04-24,League,MA Starc,Sardar Patel Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,131.0,20.0,N
2015,Mumbai,2015-04-25,League,SL Malinga,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,20.0,158.0,20.0,N
2015,Chennai,2015-04-25,League,BB McCullum,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,97.0,193.0,20.0,N
2015,Delhi,2015-04-26,League,VR Aaron,Feroz Shah Kotla,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,96.0,20.0,N
2015,Chandigarh,2015-04-27,League,TA Boult,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,runs,20.0,151.0,20.0,N
2015,Chennai,2015-04-28,League,DJ Bravo,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,2.0,135.0,20.0,N
2015,Bengaluru,2015-04-29,League,Unknown,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,No result,no result,0.0,0.0,0.0,N
2015,Kolkata,2015-04-30,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,166.0,20.0,N
2015,Delhi,2015-05-01,League,NM Coulter-Nile,Feroz Shah Kotla,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,wickets,9.0,119.0,20.0,N
2015,Mumbai,2015-05-01,League,AT Rayudu,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,8.0,188.0,20.0,N
2015,Bengaluru,2015-05-02,League,Mandeep Singh,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,112.0,10.0,N
2015,Hyderabad,2015-05-02,League,DA Warner,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,runs,22.0,193.0,20.0,N
2015,Chandigarh,2015-05-03,League,LMP Simmons,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,173.0,20.0,N
2015,Mumbai,2015-05-03,League,AM Rahane,Brabourne Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,14.0,190.0,20.0,N
2015,Chennai,2015-05-04,League,SK Raina,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,149.0,20.0,N
2015,Kolkata,2015-05-04,League,UT Yadav,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,35.0,168.0,20.0,N
2015,Mumbai,2015-05-05,League,Harbhajan Singh,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,153.0,20.0,N
2015,Bengaluru,2015-05-06,League,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,138.0,227.0,20.0,N
2015,Kolkata,2015-05-07,League,PP Chawla,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,13.0,172.0,20.0,N
2015,Mumbai,2015-05-07,League,EJG Morgan,Brabourne Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,7.0,202.0,20.0,N
2015,Chennai,2015-05-08,League,HH Pandya,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,6.0,159.0,20.0,N
2015,Kolkata,2015-05-09,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,wickets,1.0,184.0,20.0,N
2015,Raipur,2015-05-09,League,MC Henriques,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,6.0,164.0,20.0,N
2015,Mumbai,2015-05-10,League,AB de Villiers,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,39.0,236.0,20.0,N
2015,Chennai,2015-05-10,League,RA Jadeja,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,158.0,20.0,N
2015,Hyderabad,2015-05-11,League,DA Warner,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,5.0,186.0,20.0,N
2015,Raipur,2015-05-12,League,Z Khan,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,wickets,6.0,120.0,20.0,N
2015,Chandigarh,2015-05-13,League,AR Patel,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,22.0,107.0,10.0,N
2015,Mumbai,2015-05-14,League,HH Pandya,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,5.0,172.0,20.0,N
2015,Hyderabad,2015-05-15,League,V Kohli,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,wickets,6.0,81.0,6.0,N
2015,Chandigarh,2015-05-16,League,P Negi,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,wickets,7.0,131.0,20.0,N
2015,Mumbai,2015-05-16,League,SR Watson,Brabourne Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,9.0,200.0,20.0,N
2015,Bengaluru,2015-05-17,League,Unknown,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,No result,no result,0.0,188.0,20.0,N
2015,Hyderabad,2015-05-17,League,MJ McClenaghan,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,9.0,114.0,20.0,N
2015,Mumbai,2015-05-19,Qualifier 1,KA Pollard,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25.0,188.0,20.0,N
2015,Pune,2015-05-20,Eliminator,AB de Villiers,Maharashtra Cricket Association Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,71.0,181.0,20.0,N
2015,Ranchi,2015-05-22,Qualifier 2,A Nehra,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,140.0,20.0,N
2015,Kolkata,2015-05-24,Final,RG Sharma,Eden Gardens,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,41.0,203.0,20.0,N
2016,Mumbai,2016-04-09,League,AM Rahane,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,wickets,9.0,122.0,20.0,N
2016,Kolkata,2016-04-10,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,99.0,20.0,N
2016,Chandigarh,2016-04-11,League,AJ Finch,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,162.0,20.0,N
2016,Bengaluru,2016-04-12,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,45.0,228.0,20.0,N
2016,Kolkata,2016-04-13,League,RG Sharma,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,188.0,20.0,N
2016,Rajkot,2016-04-14,League,AJ Finch,Saurashtra Cricket Association Stadium,Gujarat Titans,Rising Pune Supergiants,Rising Pune Supergiants,bat,Gujarat Titans,wickets,7.0,164.0,20.0,N
2016,Delhi,2016-04-15,League,A Mishra,Feroz Shah Kotla,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,wickets,8.0,112.0,20.0,N
2016,Hyderabad,2016-04-16,League,G Gambhir,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,143.0,20.0,N
2016,Mumbai,2016-04-16,League,AJ Finch,Wankhede Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,144.0,20.0,N
2016,Chandigarh,2016-04-17,League,M Vohra,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Rising Pune Supergiants,Rising Pune Supergiants,bat,Punjab Kings,wickets,6.0,153.0,20.0,N
2016,Bengaluru,2016-04-17,League,Q de Kock,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,192.0,20.0,N
2016,Hyderabad,2016-04-18,League,DA Warner,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,143.0,20.0,N
2016,Chandigarh,2016-04-19,League,RV Uthappa,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,139.0,20.0,N
2016,Mumbai,2016-04-20,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,wickets,6.0,171.0,20.0,N
2016,Rajkot,2016-04-21,League,B Kumar,Saurashtra Cricket Association Stadium,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10.0,136.0,20.0,N
2016,Pune,2016-04-22,League,AB de Villiers,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Royal Challengers Bengaluru,Rising Pune Supergiants,field,Royal Challengers Bengaluru,runs,13.0,186.0,20.0,N
2016,Delhi,2016-04-23,League,SV Samson,Feroz Shah Kotla,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10.0,165.0,20.0,N
2016,Hyderabad,2016-04-23,League,Mustafizur Rahman,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,144.0,20.0,N
2016,Rajkot,2016-04-24,League,V Kohli,Saurashtra Cricket Association Stadium,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Gujarat Titans,wickets,6.0,181.0,20.0,N
2016,Pune,2016-04-24,League,SA Yadav,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,2.0,161.0,20.0,N
2016,Chandigarh,2016-04-25,League,PA Patel,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,runs,25.0,190.0,20.0,N
2016,Hyderabad,2016-04-26,League,AB Dinda,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,runs,34.0,61.0,11.0,N
2016,Delhi,2016-04-27,League,CH Morris,Feroz Shah Kotla,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Gujarat Titans,runs,1.0,173.0,20.0,N
2016,Mumbai,2016-04-28,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,6.0,175.0,20.0,N
2016,Pune,2016-04-29,League,DR Smith,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,196.0,20.0,N
2016,Delhi,2016-04-30,League,CR Brathwaite,Feroz Shah Kotla,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,27.0,187.0,20.0,N
